scheduler,task,alpha,release,finish,deadline,response,tardiness,miss
FIFO,PIR,1.0,43000.0,43001.0,43100.0,1.0,0.0,0
FIFO,Button,1.0,43000.0,43002.0,43150.0,2.0,0.0,0
FIFO,Ultra,1.0,43000.0,43005.0,43200.0,5.0,0.0,0
FIFO,Ultra,1.0,43200.0,43203.0,43400.0,3.0,0.0,0
FIFO,Ultra,1.0,43400.0,43403.0,43600.0,3.0,0.0,0
FIFO,PIR,1.0,43500.0,43501.0,43600.0,1.0,0.0,0
FIFO,Button,1.0,43500.0,43502.0,43650.0,2.0,0.0,0
FIFO,Ultra,1.0,43600.0,43603.0,43800.0,3.0,0.0,0
FIFO,Ultra,1.0,43800.0,43803.0,44000.0,3.0,0.0,0
FIFO,Sound,1.0,44000.0,44008.0,46000.0,8.0,0.0,0
FIFO,PIR,1.0,44000.0,44009.0,44100.0,9.0,0.0,0
FIFO,Button,1.0,44000.0,44010.0,44150.0,10.0,0.0,0
FIFO,Ultra,1.0,44000.0,44013.0,44200.0,13.0,0.0,0
FIFO,Ultra,1.0,44200.0,44203.0,44400.0,3.0,0.0,0
FIFO,Ultra,1.0,44400.0,44403.0,44600.0,3.0,0.0,0
FIFO,PIR,1.0,44500.0,44501.0,44600.0,1.0,0.0,0
FIFO,Button,1.0,44500.0,44502.0,44650.0,2.0,0.0,0
FIFO,Ultra,1.0,44600.0,44603.0,44800.0,3.0,0.0,0
FIFO,Ultra,1.0,44800.0,44803.0,45000.0,3.0,0.0,0
FIFO,PIR,1.0,45000.0,45001.0,45100.0,1.0,0.0,0
FIFO,Button,1.0,45000.0,45002.0,45150.0,2.0,0.0,0
FIFO,Ultra,1.0,45000.0,45005.0,45200.0,5.0,0.0,0
FIFO,Ultra,1.0,45200.0,45203.0,45400.0,3.0,0.0,0
FIFO,Ultra,1.0,45400.0,45403.0,45600.0,3.0,0.0,0
FIFO,PIR,1.0,45500.0,45501.0,45600.0,1.0,0.0,0
FIFO,Button,1.0,45500.0,45502.0,45650.0,2.0,0.0,0
FIFO,Ultra,1.0,45600.0,45603.0,45800.0,3.0,0.0,0
FIFO,Ultra,1.0,45800.0,45803.0,46000.0,3.0,0.0,0
FIFO,Sound,1.0,46000.0,46008.0,48000.0,8.0,0.0,0
FIFO,PIR,1.0,46000.0,46009.0,46100.0,9.0,0.0,0
FIFO,Button,1.0,46000.0,46010.0,46150.0,10.0,0.0,0
FIFO,Ultra,1.0,46000.0,46013.0,46200.0,13.0,0.0,0
FIFO,Ultra,1.0,46200.0,46203.0,46400.0,3.0,0.0,0
FIFO,Ultra,1.0,46400.0,46403.0,46600.0,3.0,0.0,0
FIFO,PIR,1.0,46500.0,46501.0,46600.0,1.0,0.0,0
FIFO,Button,1.0,46500.0,46502.0,46650.0,2.0,0.0,0
FIFO,Ultra,1.0,46600.0,46603.0,46800.0,3.0,0.0,0
FIFO,Ultra,1.0,46800.0,46803.0,47000.0,3.0,0.0,0
FIFO,PIR,1.0,47000.0,47001.0,47100.0,1.0,0.0,0
FIFO,Button,1.0,47000.0,47002.0,47150.0,2.0,0.0,0
FIFO,Ultra,1.0,47000.0,47005.0,47200.0,5.0,0.0,0
FIFO,Ultra,1.0,47200.0,47203.0,47400.0,3.0,0.0,0
FIFO,Ultra,1.0,47400.0,47403.0,47600.0,3.0,0.0,0
FIFO,PIR,1.0,47500.0,47501.0,47600.0,1.0,0.0,0
FIFO,Button,1.0,47500.0,47502.0,47650.0,2.0,0.0,0
FIFO,Ultra,1.0,47600.0,47603.0,47800.0,3.0,0.0,0
FIFO,Ultra,1.0,47800.0,47803.0,48000.0,3.0,0.0,0
FIFO,Sound,1.0,48000.0,48008.0,50000.0,8.0,0.0,0
FIFO,PIR,1.0,48000.0,48009.0,48100.0,9.0,0.0,0
FIFO,Button,1.0,48000.0,48010.0,48150.0,10.0,0.0,0
FIFO,Ultra,1.0,48000.0,48013.0,48200.0,13.0,0.0,0
FIFO,Ultra,1.0,48200.0,48203.0,48400.0,3.0,0.0,0
FIFO,Ultra,1.0,48400.0,48403.0,48600.0,3.0,0.0,0
FIFO,PIR,1.0,48500.0,48501.0,48600.0,1.0,0.0,0
FIFO,Button,1.0,48500.0,48502.0,48650.0,2.0,0.0,0
FIFO,Ultra,1.0,48600.0,48603.0,48800.0,3.0,0.0,0
FIFO,Ultra,1.0,48800.0,48803.0,49000.0,3.0,0.0,0
FIFO,PIR,1.0,49000.0,49001.0,49100.0,1.0,0.0,0
FIFO,Button,1.0,49000.0,49002.0,49150.0,2.0,0.0,0
FIFO,Ultra,1.0,49000.0,49005.0,49200.0,5.0,0.0,0
FIFO,Ultra,1.0,49200.0,49203.0,49400.0,3.0,0.0,0
FIFO,Ultra,1.0,49400.0,49403.0,49600.0,3.0,0.0,0
FIFO,PIR,1.0,49500.0,49501.0,49600.0,1.0,0.0,0
FIFO,Button,1.0,49500.0,49502.0,49650.0,2.0,0.0,0
FIFO,Ultra,1.0,49600.0,49603.0,49800.0,3.0,0.0,0
FIFO,Ultra,1.0,49800.0,49803.0,50000.0,3.0,0.0,0
FIFO,Sound,1.0,50000.0,50008.0,52000.0,8.0,0.0,0
FIFO,PIR,1.0,50000.0,50009.0,50100.0,9.0,0.0,0
FIFO,Button,1.0,50000.0,50010.0,50150.0,10.0,0.0,0
FIFO,Ultra,1.0,50000.0,50013.0,50200.0,13.0,0.0,0
FIFO,Ultra,1.0,50200.0,50203.0,50400.0,3.0,0.0,0
FIFO,Ultra,1.0,50400.0,50403.0,50600.0,3.0,0.0,0
FIFO,PIR,1.0,50500.0,50501.0,50600.0,1.0,0.0,0
FIFO,Button,1.0,50500.0,50502.0,50650.0,2.0,0.0,0
FIFO,Ultra,1.0,50600.0,50603.0,50800.0,3.0,0.0,0
FIFO,Ultra,1.0,50800.0,50803.0,51000.0,3.0,0.0,0
FIFO,PIR,1.0,51000.0,51001.0,51100.0,1.0,0.0,0
FIFO,Button,1.0,51000.0,51002.0,51150.0,2.0,0.0,0
FIFO,Ultra,1.0,51000.0,51005.0,51200.0,5.0,0.0,0
FIFO,Ultra,1.0,51200.0,51203.0,51400.0,3.0,0.0,0
FIFO,Ultra,1.0,51400.0,51403.0,51600.0,3.0,0.0,0
FIFO,PIR,1.0,51500.0,51501.0,51600.0,1.0,0.0,0
FIFO,Button,1.0,51500.0,51502.0,51650.0,2.0,0.0,0
FIFO,Ultra,1.0,51600.0,51603.0,51800.0,3.0,0.0,0
FIFO,Ultra,1.0,51800.0,51803.0,52000.0,3.0,0.0,0
FIFO,Sound,1.0,52000.0,52008.0,54000.0,8.0,0.0,0
FIFO,PIR,1.0,52000.0,52009.0,52100.0,9.0,0.0,0
FIFO,Button,1.0,52000.0,52010.0,52150.0,10.0,0.0,0
FIFO,Ultra,1.0,52000.0,52013.0,52200.0,13.0,0.0,0
FIFO,Ultra,1.0,52200.0,52203.0,52400.0,3.0,0.0,0
FIFO,Ultra,1.0,52400.0,52403.0,52600.0,3.0,0.0,0
FIFO,PIR,1.0,52500.0,52501.0,52600.0,1.0,0.0,0
FIFO,Button,1.0,52500.0,52502.0,52650.0,2.0,0.0,0
FIFO,Ultra,1.0,52600.0,52603.0,52800.0,3.0,0.0,0
FIFO,Ultra,1.0,52800.0,52803.0,53000.0,3.0,0.0,0
FIFO,PIR,1.0,53000.0,53001.0,53100.0,1.0,0.0,0
FIFO,Button,1.0,53000.0,53002.0,53150.0,2.0,0.0,0
FIFO,Ultra,1.0,53000.0,53005.0,53200.0,5.0,0.0,0
FIFO,Ultra,1.0,53200.0,53203.0,53400.0,3.0,0.0,0
FIFO,Ultra,1.0,53400.0,53403.0,53600.0,3.0,0.0,0
FIFO,PIR,1.0,53500.0,53501.0,53600.0,1.0,0.0,0
FIFO,Button,1.0,53500.0,53502.0,53650.0,2.0,0.0,0
FIFO,Ultra,1.0,53600.0,53603.0,53800.0,3.0,0.0,0
FIFO,Ultra,1.0,53800.0,53803.0,54000.0,3.0,0.0,0
FIFO,Sound,1.0,54000.0,54008.0,56000.0,8.0,0.0,0
FIFO,PIR,1.0,54000.0,54009.0,54100.0,9.0,0.0,0
FIFO,Button,1.0,54000.0,54010.0,54150.0,10.0,0.0,0
FIFO,Ultra,1.0,54000.0,54013.0,54200.0,13.0,0.0,0
FIFO,Ultra,1.0,54200.0,54203.0,54400.0,3.0,0.0,0
FIFO,Ultra,1.0,54400.0,54403.0,54600.0,3.0,0.0,0
FIFO,PIR,1.0,54500.0,54501.0,54600.0,1.0,0.0,0
FIFO,Button,1.0,54500.0,54502.0,54650.0,2.0,0.0,0
FIFO,Ultra,1.0,54600.0,54603.0,54800.0,3.0,0.0,0
FIFO,Ultra,1.0,54800.0,54803.0,55000.0,3.0,0.0,0
FIFO,PIR,1.0,55000.0,55001.0,55100.0,1.0,0.0,0
FIFO,Button,1.0,55000.0,55002.0,55150.0,2.0,0.0,0
FIFO,Ultra,1.0,55000.0,55005.0,55200.0,5.0,0.0,0
FIFO,Ultra,1.0,55200.0,55203.0,55400.0,3.0,0.0,0
FIFO,Ultra,1.0,55400.0,55403.0,55600.0,3.0,0.0,0
FIFO,PIR,1.0,55500.0,55501.0,55600.0,1.0,0.0,0
FIFO,Button,1.0,55500.0,55502.0,55650.0,2.0,0.0,0
FIFO,Ultra,1.0,55600.0,55603.0,55800.0,3.0,0.0,0
FIFO,Ultra,1.0,55800.0,55803.0,56000.0,3.0,0.0,0
FIFO,Sound,1.0,56000.0,56008.0,58000.0,8.0,0.0,0
FIFO,PIR,1.0,56000.0,56009.0,56100.0,9.0,0.0,0
FIFO,Button,1.0,56000.0,56010.0,56150.0,10.0,0.0,0
FIFO,Ultra,1.0,56000.0,56013.0,56200.0,13.0,0.0,0
FIFO,Ultra,1.0,56200.0,56203.0,56400.0,3.0,0.0,0
FIFO,Ultra,1.0,56400.0,56403.0,56600.0,3.0,0.0,0
FIFO,PIR,1.0,56500.0,56501.0,56600.0,1.0,0.0,0
FIFO,Button,1.0,56500.0,56502.0,56650.0,2.0,0.0,0
FIFO,Ultra,1.0,56600.0,56603.0,56800.0,3.0,0.0,0
FIFO,Ultra,1.0,56800.0,56803.0,57000.0,3.0,0.0,0
FIFO,PIR,1.0,57000.0,57001.0,57100.0,1.0,0.0,0
FIFO,Button,1.0,57000.0,57002.0,57150.0,2.0,0.0,0
FIFO,Ultra,1.0,57000.0,57005.0,57200.0,5.0,0.0,0
FIFO,Ultra,1.0,57200.0,57203.0,57400.0,3.0,0.0,0
FIFO,Ultra,1.0,57400.0,57403.0,57600.0,3.0,0.0,0
FIFO,PIR,1.0,57500.0,57501.0,57600.0,1.0,0.0,0
FIFO,Button,1.0,57500.0,57502.0,57650.0,2.0,0.0,0
FIFO,Ultra,1.0,57600.0,57603.0,57800.0,3.0,0.0,0
FIFO,Ultra,1.0,57800.0,57803.0,58000.0,3.0,0.0,0
FIFO,Sound,1.0,58000.0,58008.0,60000.0,8.0,0.0,0
FIFO,PIR,1.0,58000.0,58009.0,58100.0,9.0,0.0,0
FIFO,Button,1.0,58000.0,58010.0,58150.0,10.0,0.0,0
FIFO,Ultra,1.0,58000.0,58013.0,58200.0,13.0,0.0,0
FIFO,Ultra,1.0,58200.0,58203.0,58400.0,3.0,0.0,0
FIFO,Ultra,1.0,58400.0,58403.0,58600.0,3.0,0.0,0
FIFO,PIR,1.0,58500.0,58501.0,58600.0,1.0,0.0,0
FIFO,Button,1.0,58500.0,58502.0,58650.0,2.0,0.0,0
FIFO,Ultra,1.0,58600.0,58603.0,58800.0,3.0,0.0,0
FIFO,Ultra,1.0,58800.0,58803.0,59000.0,3.0,0.0,0
FIFO,PIR,1.0,59000.0,59001.0,59100.0,1.0,0.0,0
FIFO,Button,1.0,59000.0,59002.0,59150.0,2.0,0.0,0
FIFO,Ultra,1.0,59000.0,59005.0,59200.0,5.0,0.0,0
FIFO,Ultra,1.0,59200.0,59203.0,59400.0,3.0,0.0,0
FIFO,Ultra,1.0,59400.0,59403.0,59600.0,3.0,0.0,0
FIFO,PIR,1.0,59500.0,59501.0,59600.0,1.0,0.0,0
FIFO,Button,1.0,59500.0,59502.0,59650.0,2.0,0.0,0
FIFO,Ultra,1.0,59600.0,59603.0,59800.0,3.0,0.0,0
FIFO,Ultra,1.0,59800.0,59803.0,60000.0,3.0,0.0,0
EDF,PIR,1.25,0.0,1.25,100.0,1.25,0.0,0
EDF,Button,1.25,0.0,2.5,150.0,2.5,0.0,0
EDF,Ultra,1.25,0.0,6.25,200.0,6.25,0.0,0
EDF,Sound,1.25,0.0,16.25,2000.0,16.25,0.0,0
EDF,Ultra,1.25,200.0,204.0,400.0,4.0,0.0,0
EDF,Ultra,1.25,400.0,403.75,600.0,3.75,0.0,0
EDF,PIR,1.25,500.0,502.0,600.0,2.0,0.0,0
EDF,Button,1.25,500.0,503.25,650.0,3.25,0.0,0
EDF,Ultra,1.25,600.0,604.0,800.0,4.0,0.0,0
EDF,Ultra,1.25,800.0,803.75,1000.0,3.75,0.0,0
EDF,PIR,1.25,1000.0,1002.0,1100.0,2.0,0.0,0
EDF,Button,1.25,1000.0,1003.25,1150.0,3.25,0.0,0
EDF,Ultra,1.25,1000.0,1007.0,1200.0,7.0,0.0,0
EDF,Ultra,1.25,1200.0,1203.75,1400.0,3.75,0.0,0
EDF,Ultra,1.25,1400.0,1404.5,1600.0,4.5,0.0,0
EDF,PIR,1.25,1500.0,1501.75,1600.0,1.75,0.0,0
EDF,Button,1.25,1500.0,1503.0,1650.0,3.0,0.0,0
EDF,Ultra,1.25,1600.0,1603.75,1800.0,3.75,0.0,0
EDF,Ultra,1.25,1800.0,1804.5,2000.0,4.5,0.0,0
EDF,PIR,1.25,2000.0,2001.75,2100.0,1.75,0.0,0
EDF,Button,1.25,2000.0,2003.0,2150.0,3.0,0.0,0
EDF,Ultra,1.25,2000.0,2006.75,2200.0,6.75,0.0,0
EDF,Sound,1.25,2000.0,2016.75,4000.0,16.75,0.0,0
EDF,Ultra,1.25,2200.0,2204.5,2400.0,4.5,0.0,0
EDF,Ultra,1.25,2400.0,2404.25,2600.0,4.25,0.0,0
EDF,PIR,1.25,2500.0,2501.5,2600.0,1.5,0.0,0
EDF,Button,1.25,2500.0,2502.75,2650.0,2.75,0.0,0
EDF,Ultra,1.25,2600.0,2604.5,2800.0,4.5,0.0,0
EDF,Ultra,1.25,2800.0,2804.25,3000.0,4.25,0.0,0
EDF,PIR,1.25,3000.0,3001.5,3100.0,1.5,0.0,0
EDF,Button,1.25,3000.0,3002.75,3150.0,2.75,0.0,0
EDF,Ultra,1.25,3000.0,3006.5,3200.0,6.5,0.0,0
EDF,Ultra,1.25,3200.0,3204.25,3400.0,4.25,0.0,0
EDF,Ultra,1.25,3400.0,3404.0,3600.0,4.0,0.0,0
EDF,PIR,1.25,3500.0,3501.25,3600.0,1.25,0.0,0
EDF,Button,1.25,3500.0,3502.5,3650.0,2.5,0.0,0
EDF,Ultra,1.25,3600.0,3604.25,3800.0,4.25,0.0,0
EDF,Ultra,1.25,3800.0,3804.0,4000.0,4.0,0.0,0
EDF,PIR,1.25,4000.0,4001.25,4100.0,1.25,0.0,0
EDF,Button,1.25,4000.0,4002.5,4150.0,2.5,0.0,0
EDF,Ultra,1.25,4000.0,4006.25,4200.0,6.25,0.0,0
EDF,Sound,1.25,4000.0,4016.25,6000.0,16.25,0.0,0
EDF,Ultra,1.25,4200.0,4204.0,4400.0,4.0,0.0,0
EDF,Ultra,1.25,4400.0,4403.75,4600.0,3.75,0.0,0
EDF,PIR,1.25,4500.0,4502.0,4600.0,2.0,0.0,0
EDF,Button,1.25,4500.0,4503.25,4650.0,3.25,0.0,0
EDF,Ultra,1.25,4600.0,4604.0,4800.0,4.0,0.0,0
EDF,Ultra,1.25,4800.0,4803.75,5000.0,3.75,0.0,0
EDF,PIR,1.25,5000.0,5002.0,5100.0,2.0,0.0,0
EDF,Button,1.25,5000.0,5003.25,5150.0,3.25,0.0,0
EDF,Ultra,1.25,5000.0,5007.0,5200.0,7.0,0.0,0
EDF,Ultra,1.25,5200.0,5203.75,5400.0,3.75,0.0,0
EDF,Ultra,1.25,5400.0,5404.5,5600.0,4.5,0.0,0
EDF,PIR,1.25,5500.0,5501.75,5600.0,1.75,0.0,0
EDF,Button,1.25,5500.0,5503.0,5650.0,3.0,0.0,0
EDF,Ultra,1.25,5600.0,5603.75,5800.0,3.75,0.0,0
EDF,Ultra,1.25,5800.0,5804.5,6000.0,4.5,0.0,0
EDF,PIR,1.25,6000.0,6001.75,6100.0,1.75,0.0,0
EDF,Button,1.25,6000.0,6003.0,6150.0,3.0,0.0,0
EDF,Ultra,1.25,6000.0,6006.75,6200.0,6.75,0.0,0
EDF,Sound,1.25,6000.0,6016.75,8000.0,16.75,0.0,0
EDF,Ultra,1.25,6200.0,6204.5,6400.0,4.5,0.0,0
EDF,Ultra,1.25,6400.0,6404.25,6600.0,4.25,0.0,0
EDF,PIR,1.25,6500.0,6501.5,6600.0,1.5,0.0,0
EDF,Button,1.25,6500.0,6502.75,6650.0,2.75,0.0,0
EDF,Ultra,1.25,6600.0,6604.5,6800.0,4.5,0.0,0
EDF,Ultra,1.25,6800.0,6804.25,7000.0,4.25,0.0,0
EDF,PIR,1.25,7000.0,7001.5,7100.0,1.5,0.0,0
EDF,Button,1.25,7000.0,7002.75,7150.0,2.75,0.0,0
EDF,Ultra,1.25,7000.0,7006.5,7200.0,6.5,0.0,0
EDF,Ultra,1.25,7200.0,7204.25,7400.0,4.25,0.0,0
EDF,Ultra,1.25,7400.0,7404.0,7600.0,4.0,0.0,0
EDF,PIR,1.25,7500.0,7501.25,7600.0,1.25,0.0,0
EDF,Button,1.25,7500.0,7502.5,7650.0,2.5,0.0,0
EDF,Ultra,1.25,7600.0,7604.25,7800.0,4.25,0.0,0
EDF,Ultra,1.25,7800.0,7804.0,8000.0,4.0,0.0,0
EDF,PIR,1.25,8000.0,8001.25,8100.0,1.25,0.0,0
EDF,Button,1.25,8000.0,8002.5,8150.0,2.5,0.0,0
EDF,Ultra,1.25,8000.0,8006.25,8200.0,6.25,0.0,0
EDF,Sound,1.25,8000.0,8016.25,10000.0,16.25,0.0,0
EDF,Ultra,1.25,8200.0,8204.0,8400.0,4.0,0.0,0
EDF,Ultra,1.25,8400.0,8403.75,8600.0,3.75,0.0,0
EDF,PIR,1.25,8500.0,8502.0,8600.0,2.0,0.0,0
EDF,Button,1.25,8500.0,8503.25,8650.0,3.25,0.0,0
EDF,Ultra,1.25,8600.0,8604.0,8800.0,4.0,0.0,0
EDF,Ultra,1.25,8800.0,8803.75,9000.0,3.75,0.0,0
EDF,PIR,1.25,9000.0,9002.0,9100.0,2.0,0.0,0
EDF,Button,1.25,9000.0,9003.25,9150.0,3.25,0.0,0
EDF,Ultra,1.25,9000.0,9007.0,9200.0,7.0,0.0,0
EDF,Ultra,1.25,9200.0,9203.75,9400.0,3.75,0.0,0
EDF,Ultra,1.25,9400.0,9404.5,9600.0,4.5,0.0,0
EDF,PIR,1.25,9500.0,9501.75,9600.0,1.75,0.0,0
EDF,Button,1.25,9500.0,9503.0,9650.0,3.0,0.0,0
EDF,Ultra,1.25,9600.0,9603.75,9800.0,3.75,0.0,0
EDF,Ultra,1.25,9800.0,9804.5,10000.0,4.5,0.0,0
EDF,PIR,1.25,10000.0,10001.75,10100.0,1.75,0.0,0
EDF,Button,1.25,10000.0,10003.0,10150.0,3.0,0.0,0
EDF,Ultra,1.25,10000.0,10006.75,10200.0,6.75,0.0,0
EDF,Sound,1.25,10000.0,10016.75,12000.0,16.75,0.0,0
EDF,Ultra,1.25,10200.0,10204.5,10400.0,4.5,0.0,0
EDF,Ultra,1.25,10400.0,10404.25,10600.0,4.25,0.0,0
EDF,PIR,1.25,10500.0,10501.5,10600.0,1.5,0.0,0
EDF,Button,1.25,10500.0,10502.75,10650.0,2.75,0.0,0
EDF,Ultra,1.25,10600.0,10604.5,10800.0,4.5,0.0,0
EDF,Ultra,1.25,10800.0,10804.25,11000.0,4.25,0.0,0
EDF,PIR,1.25,11000.0,11001.5,11100.0,1.5,0.0,0
EDF,Button,1.25,11000.0,11002.75,11150.0,2.75,0.0,0
EDF,Ultra,1.25,11000.0,11006.5,11200.0,6.5,0.0,0
EDF,Ultra,1.25,11200.0,11204.25,11400.0,4.25,0.0,0
EDF,Ultra,1.25,11400.0,11404.0,11600.0,4.0,0.0,0
EDF,PIR,1.25,11500.0,11501.25,11600.0,1.25,0.0,0
EDF,Button,1.25,11500.0,11502.5,11650.0,2.5,0.0,0
EDF,Ultra,1.25,11600.0,11604.25,11800.0,4.25,0.0,0
EDF,Ultra,1.25,11800.0,11804.0,12000.0,4.0,0.0,0
EDF,PIR,1.25,12000.0,12001.25,12100.0,1.25,0.0,0
EDF,Button,1.25,12000.0,12002.5,12150.0,2.5,0.0,0
EDF,Ultra,1.25,12000.0,12006.25,12200.0,6.25,0.0,0
EDF,Sound,1.25,12000.0,12016.25,14000.0,16.25,0.0,0
EDF,Ultra,1.25,12200.0,12204.0,12400.0,4.0,0.0,0
EDF,Ultra,1.25,12400.0,12403.75,12600.0,3.75,0.0,0
EDF,PIR,1.25,12500.0,12502.0,12600.0,2.0,0.0,0
EDF,Button,1.25,12500.0,12503.25,12650.0,3.25,0.0,0
EDF,Ultra,1.25,12600.0,12604.0,12800.0,4.0,0.0,0
EDF,Ultra,1.25,12800.0,12803.75,13000.0,3.75,0.0,0
EDF,PIR,1.25,13000.0,13002.0,13100.0,2.0,0.0,0
EDF,Button,1.25,13000.0,13003.25,13150.0,3.25,0.0,0
EDF,Ultra,1.25,13000.0,13007.0,13200.0,7.0,0.0,0
EDF,Ultra,1.25,13200.0,13203.75,13400.0,3.75,0.0,0
EDF,Ultra,1.25,13400.0,13404.5,13600.0,4.5,0.0,0
EDF,PIR,1.25,13500.0,13501.75,13600.0,1.75,0.0,0
EDF,Button,1.25,13500.0,13503.0,13650.0,3.0,0.0,0
EDF,Ultra,1.25,13600.0,13603.75,13800.0,3.75,0.0,0
EDF,Ultra,1.25,13800.0,13804.5,14000.0,4.5,0.0,0
EDF,PIR,1.25,14000.0,14001.75,14100.0,1.75,0.0,0
EDF,Button,1.25,14000.0,14003.0,14150.0,3.0,0.0,0
EDF,Ultra,1.25,14000.0,14006.75,14200.0,6.75,0.0,0
EDF,Sound,1.25,14000.0,14016.75,16000.0,16.75,0.0,0
EDF,Ultra,1.25,14200.0,14204.5,14400.0,4.5,0.0,0
EDF,Ultra,1.25,14400.0,14404.25,14600.0,4.25,0.0,0
EDF,PIR,1.25,14500.0,14501.5,14600.0,1.5,0.0,0
EDF,Button,1.25,14500.0,14502.75,14650.0,2.75,0.0,0
EDF,Ultra,1.25,14600.0,14604.5,14800.0,4.5,0.0,0
EDF,Ultra,1.25,14800.0,14804.25,15000.0,4.25,0.0,0
EDF,PIR,1.25,15000.0,15001.5,15100.0,1.5,0.0,0
EDF,Button,1.25,15000.0,15002.75,15150.0,2.75,0.0,0
EDF,Ultra,1.25,15000.0,15006.5,15200.0,6.5,0.0,0
EDF,Ultra,1.25,15200.0,15204.25,15400.0,4.25,0.0,0
EDF,Ultra,1.25,15400.0,15404.0,15600.0,4.0,0.0,0
EDF,PIR,1.25,15500.0,15501.25,15600.0,1.25,0.0,0
EDF,Button,1.25,15500.0,15502.5,15650.0,2.5,0.0,0
EDF,Ultra,1.25,15600.0,15604.25,15800.0,4.25,0.0,0
EDF,Ultra,1.25,15800.0,15804.0,16000.0,4.0,0.0,0
EDF,PIR,1.25,16000.0,16001.25,16100.0,1.25,0.0,0
EDF,Button,1.25,16000.0,16002.5,16150.0,2.5,0.0,0
EDF,Ultra,1.25,16000.0,16006.25,16200.0,6.25,0.0,0
EDF,Sound,1.25,16000.0,16016.25,18000.0,16.25,0.0,0
EDF,Ultra,1.25,16200.0,16204.0,16400.0,4.0,0.0,0
EDF,Ultra,1.25,16400.0,16403.75,16600.0,3.75,0.0,0
EDF,PIR,1.25,16500.0,16502.0,16600.0,2.0,0.0,0
EDF,Button,1.25,16500.0,16503.25,16650.0,3.25,0.0,0
EDF,Ultra,1.25,16600.0,16604.0,16800.0,4.0,0.0,0
EDF,Ultra,1.25,16800.0,16803.75,17000.0,3.75,0.0,0
EDF,PIR,1.25,17000.0,17002.0,17100.0,2.0,0.0,0
EDF,Button,1.25,17000.0,17003.25,17150.0,3.25,0.0,0
EDF,Ultra,1.25,17000.0,17007.0,17200.0,7.0,0.0,0
EDF,Ultra,1.25,17200.0,17203.75,17400.0,3.75,0.0,0
EDF,Ultra,1.25,17400.0,17404.5,17600.0,4.5,0.0,0
EDF,PIR,1.25,17500.0,17501.75,17600.0,1.75,0.0,0
EDF,Button,1.25,17500.0,17503.0,17650.0,3.0,0.0,0
EDF,Ultra,1.25,17600.0,17603.75,17800.0,3.75,0.0,0
EDF,Ultra,1.25,17800.0,17804.5,18000.0,4.5,0.0,0
EDF,PIR,1.25,18000.0,18001.75,18100.0,1.75,0.0,0
EDF,Button,1.25,18000.0,18003.0,18150.0,3.0,0.0,0
EDF,Ultra,1.25,18000.0,18006.75,18200.0,6.75,0.0,0
EDF,Sound,1.25,18000.0,18016.75,20000.0,16.75,0.0,0
EDF,Ultra,1.25,18200.0,18204.5,18400.0,4.5,0.0,0
EDF,Ultra,1.25,18400.0,18404.25,18600.0,4.25,0.0,0
EDF,PIR,1.25,18500.0,18501.5,18600.0,1.5,0.0,0
EDF,Button,1.25,18500.0,18502.75,18650.0,2.75,0.0,0
EDF,Ultra,1.25,18600.0,18604.5,18800.0,4.5,0.0,0
EDF,Ultra,1.25,18800.0,18804.25,19000.0,4.25,0.0,0
EDF,PIR,1.25,19000.0,19001.5,19100.0,1.5,0.0,0
EDF,Button,1.25,19000.0,19002.75,19150.0,2.75,0.0,0
EDF,Ultra,1.25,19000.0,19006.5,19200.0,6.5,0.0,0
EDF,Ultra,1.25,19200.0,19204.25,19400.0,4.25,0.0,0
EDF,Ultra,1.25,19400.0,19404.0,19600.0,4.0,0.0,0
EDF,PIR,1.25,19500.0,19501.25,19600.0,1.25,0.0,0
EDF,Button,1.25,19500.0,19502.5,19650.0,2.5,0.0,0
EDF,Ultra,1.25,19600.0,19604.25,19800.0,4.25,0.0,0
EDF,Ultra,1.25,19800.0,19804.0,20000.0,4.0,0.0,0
EDF,PIR,1.25,20000.0,20001.25,20100.0,1.25,0.0,0
EDF,Button,1.25,20000.0,20002.5,20150.0,2.5,0.0,0
EDF,Ultra,1.25,20000.0,20006.25,20200.0,6.25,0.0,0
EDF,Sound,1.25,20000.0,20016.25,22000.0,16.25,0.0,0
EDF,Ultra,1.25,20200.0,20204.0,20400.0,4.0,0.0,0
EDF,Ultra,1.25,20400.0,20403.75,20600.0,3.75,0.0,0
EDF,PIR,1.25,20500.0,20502.0,20600.0,2.0,0.0,0
EDF,Button,1.25,20500.0,20503.25,20650.0,3.25,0.0,0
EDF,Ultra,1.25,20600.0,20604.0,20800.0,4.0,0.0,0
EDF,Ultra,1.25,20800.0,20803.75,21000.0,3.75,0.0,0
EDF,PIR,1.25,21000.0,21002.0,21100.0,2.0,0.0,0
EDF,Button,1.25,21000.0,21003.25,21150.0,3.25,0.0,0
EDF,Ultra,1.25,21000.0,21007.0,21200.0,7.0,0.0,0
EDF,Ultra,1.25,21200.0,21203.75,21400.0,3.75,0.0,0
EDF,Ultra,1.25,21400.0,21404.5,21600.0,4.5,0.0,0
EDF,PIR,1.25,21500.0,21501.75,21600.0,1.75,0.0,0
EDF,Button,1.25,21500.0,21503.0,21650.0,3.0,0.0,0
EDF,Ultra,1.25,21600.0,21603.75,21800.0,3.75,0.0,0
EDF,Ultra,1.25,21800.0,21804.5,22000.0,4.5,0.0,0
